,time,minutes,hours,location,account,message,spellcheck_msg,cleaned_msg,cluster,label
32823,2020-04-09 11:34:00,5014,83,Downtown,WileyWCandy,re  Sewers is our all over  What are we going to do ,re Sewers is our all over What are we going to do,Sewers What going,51,SEWER
32832,2020-04-09 11:35:00,5015,83,Southwest,SmithBird1977,re  Sewers is our all over  What are we going to do ,re Sewers is our all over What are we going to do,Sewers What going,51,SEWER
32839,2020-04-09 11:36:00,5016,83,Southton,Brendon28,re  Sewers is our all over  What are we going to do ,re Sewers is our all over What are we going to do,Sewers What going,51,SEWER
32846,2020-04-09 11:37:00,5017,83,Terrapin Springs,FuriousSundahlIcecream,re  Sewers is our all over  What are we going to do ,re Sewers is our all over What are we going to do,Sewers What going,51,SEWER
32893,2020-04-09 11:42:00,5022,83,Northwest,Glenn_Allen6,re  Food Poisoning  Probably that contaminated water,re Food Poisoning Probably that contaminated water,Food Poisoning Probably contaminated water,41,WATER
32905,2020-04-09 11:43:00,5023,83,Southton,LovesKeithWhale,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
32907,2020-04-09 11:43:00,5023,83,Southton,F71Halfhill,re  Food Poisoning  Probably that contaminated water,re Food Poisoning Probably that contaminated water,Food Poisoning Probably contaminated water,41,WATER
32911,2020-04-09 11:44:00,5024,83,Northwest,BusyCandyEula_Bundick,re  Food Poisoning  Probably that contaminated water,re Food Poisoning Probably that contaminated water,Food Poisoning Probably contaminated water,41,WATER
32930,2020-04-09 11:45:00,5025,83,West Parton,Marisela_KozmaMouse1991,re  Sewers is our all over  What are we going to do ,re Sewers is our all over What are we going to do,Sewers What going,51,SEWER
32959,2020-04-09 11:48:00,5028,83,Scenic Vista,HoldsDavidBird,re  Sewers is our all over  What are we going to do ,re Sewers is our all over What are we going to do,Sewers What going,51,SEWER
32999,2020-04-09 11:52:00,5032,83,Northwest,HoldsLaura_PrittsDog,re  Food Poisoning  Probably that contaminated water,re Food Poisoning Probably that contaminated water,Food Poisoning Probably contaminated water,41,WATER
33001,2020-04-09 11:52:00,5032,83,Chapparal,CuriousOIcecream17,re  Sewers is our all over  What are we going to do ,re Sewers is our all over What are we going to do,Sewers What going,51,SEWER
33037,2020-04-09 11:55:00,5035,83,Chapparal,ThorneWhale75,re  Sewers is our all over  What are we going to do ,re Sewers is our all over What are we going to do,Sewers What going,51,SEWER
33044,2020-04-09 11:56:00,5036,83,Weston,SmartJLight,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
33111,2020-04-09 12:01:00,5041,84,Downtown,FearsRichard_BarnesOctopus,re  Food Poisoning  Probably that contaminated water,re Food Poisoning Probably that contaminated water,Food Poisoning Probably contaminated water,41,WATER
33126,2020-04-09 12:02:00,5042,84,West Parton,TallHPlate1983,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
33135,2020-04-09 12:03:00,5043,84,East Parton,HoldsBethHorse,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
33172,2020-04-09 12:06:00,5046,84,Scenic Vista,FastHousePamela,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
33188,2020-04-09 12:07:00,5047,84,Palace Hills,FastGPlate79,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
33206,2020-04-09 12:08:00,5048,84,Palace Hills,LazyBreadMyrna,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
33243,2020-04-09 12:10:00,5050,84,Weston,CleverCandyBarbara_Nye,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
33297,2020-04-09 12:14:00,5054,84,Cheddarford,HoldsMirelesWhale,re  Gas is leaking  Not good ,re Gas is leaking Not good,Gas leaking Not good,40,GAS
33339,2020-04-09 12:16:00,5056,84,Southwest,FisherHorse71,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
33345,2020-04-09 12:16:00,5056,84,Weston,WatchesDelgadoWhale,re  Gas is leaking  Not good ,re Gas is leaking Not good,Gas leaking Not good,40,GAS
33355,2020-04-09 12:17:00,5057,84,Southton,JObnoxiousL,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
33398,2020-04-09 12:19:00,5059,84,Old Town,BlankCat2006,re  Gas is leaking  Not good ,re Gas is leaking Not good,Gas leaking Not good,40,GAS
33424,2020-04-09 12:21:00,5061,84,Palace Hills,CandidCrossLight2012,re  Gas is leaking  Not good ,re Gas is leaking Not good,Gas leaking Not good,40,GAS
33439,2020-04-09 12:23:00,5063,84,Weston,Della_FarnsworthDog1964,re  My cousing works in the sewer department  Its not just the broken sewer pipes but also the treatment plant  Many parts of the city will be using portable toilets for months ,re by causing works in the fewer department its not just the broken fewer pipes but also the treatment plant any parts of the city will be using portable toilets for months,causing works fewer department broken fewer pipes also treatment plant parts city using portable toilets months,2,SEWER
33552,2020-04-09 12:29:00,5069,84,East Parton,WatchesBeatrice_JonesOctopus,re  ALL of the telephone poles decided it was tiem for a nap ,re ALL of the telephone poles decided it was tiem for a nap,ALL telephone poles decided tiem nap,8,COMMUNICATION
33590,2020-04-09 12:32:00,5072,84,East Parton,FuriousHCouch,re  Wait  if we need to turn off gas  how are we supposed to boil water ,re Wait if we need to turn off gas how are we supposed to boil water,Wait need turn gas supposed boil water,41,WATER;GAS
